Partcipant ID, Activity ID, Sample Count, Min, Max, Std. Deviation, Average, Mean, Median, Kurtosis, Skewness
1,1,30,-0.13715339,0.29855783,0.09469382306835633,0.10980562128000003,0.10980562128000003,0.12181596,-0.07781449762965575,-0.24120508485598377
1,1,30,-0.083343414,0.25843788,0.08321008882615831,0.07527502605333333,0.07527502605333333,0.0687353255,-0.3282296258058448,0.34780505975567144
1,1,30,0.015934321,0.26706359,0.06179373276355695,0.15554780339999993,0.15554780339999993,0.17240029,-0.5618959656304443,-0.43349812584586794
1,1,5,0.044813142,0.20800249,0.06985936398581465,0.1309946938,0.1309946938,0.15699169,-1.7619759466973075,-0.24938016068271154
1,2,30,-0.2376815,0.1676057,0.09511690977562728,-0.03926821382000001,-0.03926821382000001,-0.0198713575,-0.4684352722412788,-0.0530130270527015
1,2,23,-0.088366342,0.22950106,0.0820200484039143,0.04587271168260869,0.04587271168260869,0.041668432,-0.7199577189607576,0.2224750011630368
1,3,30,-0.27106066,0.30920272,0.1666407297641397,-0.028753031533333324,-0.028753031533333324,-0.035164359,-0.8201765058102781,0.3729154813806584
1,3,19,-0.27134207,0.15837942,0.13009805960262552,-0.03696159384210527,-0.03696159384210527,-0.03574553,-1.2695914887919837,-0.16996057848435372
1,4,30,-0.99578152,-0.18193654,0.17978872073717245,-0.8932522603333333,-0.8932522603333333,-0.980098205,6.037428605143949,2.4741620900377166
1,4,17,-0.99400736,-0.84495603,0.03401630556340284,-0.9744416682352941,-0.9744416682352941,-0.98525652,9.390828363859242,3.2144425168755486
1,5,30,-0.99431129,-0.8166986,0.03207508922858638,-0.9747000549999999,-0.9747000549999999,-0.9832566549999999,16.79051948851694,4.0302587796811045
1,5,23,-0.99453026,-0.79992743,0.04044181063650485,-0.9712204930434784,-0.9712204930434784,-0.9846918,11.170848566923212,3.363654713524024
1,6,30,-0.99835905,0.53250573,0.398458862037641,-0.7625969743666666,-0.7625969743666666,-0.983295805,2.303969272178289,1.8336404325060196
1,6,20,-0.99727068,-0.53851271,0.09947413190470891,-0.9481730524999998,-0.9481730524999998,-0.98858479,11.420385942371782,3.4549402722580247
3,1,30,-0.25830983,0.061824991,0.08188231427199777,-0.09760001841666668,-0.09760001841666668,-0.0935247605,-0.3578497712341342,-0.07435473701488153
3,1,28,-0.22394251,0.10840918,0.0742084764336564,-0.040250543917857144,-0.040250543917857144,-0.043856362,0.10462381762370399,-0.008137564633495959
3,2,30,-0.22670495,0.22824545,0.12270210564422021,0.013641044976666666,0.013641044976666666,0.042540876000000005,-0.9178736118381172,-0.285526878840407
3,2,29,-0.15407803,0.28242518,0.10611214438253501,0.009545705158620686,0.009545705158620686,0.0090941077,0.24758506237033773,0.5984380267024437
3,3,30,-0.28773878,0.45906449,0.20643012947919762,0.01327453666666667,0.01327453666666667,-0.016604106,-0.596836689256083,0.6218141447370685
3,3,19,-0.3447866,0.10567579,0.12018014967308974,-0.10645286024210528,-0.10645286024210528,-0.10595294,-0.9377070241915919,-0.11460843743819873
3,4,30,-0.98963606,-0.20852269,0.23229548420280685,-0.8407989839999999,-0.8407989839999999,-0.95772313,1.3945649155456739,1.6722826907269213
3,4,22,-0.99761552,-0.17724252,0.17822940348484664,-0.8781889413636363,-0.8781889413636363,-0.956938405,8.079529248645661,2.778004708512094
3,5,30,-0.99440296,-0.60804412,0.0995510297098571,-0.8815839426666667,-0.8815839426666667,-0.89188275,-0.11095819618709069,0.7669199065037852
3,5,30,-0.99509756,-0.68840394,0.07603644011781376,-0.9044882586666667,-0.9044882586666667,-0.92288783,0.4692683908111306,1.0163465442566633
3,5,1,-0.9182417,-0.9182417,0.0,-0.9182417,-0.9182417,-0.9182417,nan,nan
3,6,30,-0.99806717,-0.76709802,0.04538934784070886,-0.9648720966666667,-0.9648720966666667,-0.978949565,9.336019117644971,2.8429730920182674
3,6,30,-0.99734844,-0.74773317,0.05449037071839437,-0.958780632,-0.958780632,-0.9840034,5.639656631613187,2.34325078660718
3,6,2,-0.98046288,-0.95752302,0.011469930000000017,-0.9689929500000001,-0.9689929500000001,-0.9689929500000001,-2.0,1.452440531178355e-14
5,1,30,-0.14642644,0.21884036,0.08314555218320571,0.054651300099999994,0.054651300099999994,0.0466325745,-0.010289072436246105,-0.1163968215025464
5,1,26,-0.076352608,0.26216725,0.09461861789752452,0.10224505977307692,0.10224505977307692,0.12161282000000001,-1.0380118705061085,-0.06903957295044552
5,2,30,-0.12761982,0.35869122,0.12024344195312305,0.16332049625999998,0.16332049625999998,0.17563494000000002,-0.47680201846367654,-0.39218896617408067
