1,5,-0.9952786
1,5,-0.99824528
1,5,-0.99537956
1,5,-0.99609149
1,5,-0.99813862
1,5,-0.99733496
1,5,-0.99692104
1,5,-0.99655926
1,5,-0.99732847
1,5,-0.99480344
1,5,-0.99481511
1,5,-0.99824595
1,5,-0.99913488
1,5,-0.99918834
1,5,-0.98864079
1,5,-0.99683904
1,5,-0.99694116
1,5,-0.99769492
1,5,-0.99749074
1,5,-0.99781139
1,5,-0.99790424
1,5,-0.99776322
1,5,-0.99786211
1,5,-0.99838929
1,5,-0.99853388
1,5,-0.99805969
1,5,-0.99925496
1,4,-0.90429967
1,4,-0.98291504
1,4,-0.99281839
1,4,-0.81470826
1,4,-0.75839283
1,4,-0.80863778
1,4,-0.95650333
1,4,-0.97737449
1,4,-0.99385604
1,4,-0.99607594
1,4,-0.99557733
1,4,-0.97995358
1,4,-0.99078294
1,4,-0.99546804
1,4,-0.99439029
1,4,-0.9955058
1,4,-0.99501877
1,4,-0.99474489
1,4,-0.9958764
1,4,-0.99664602
1,4,-0.99642843
1,4,-0.99588454
1,4,-0.99584854
1,4,-0.99572983
1,6,-0.91481115
1,6,-0.98488259
1,6,-0.9941946
1,6,-0.99613535
1,6,-0.99677544
1,6,-0.99492812
1,6,-0.9944254
1,6,-0.99647493
1,6,-0.99628711
1,6,-0.99478811
1,6,-0.99551063
1,6,-0.99614315
1,6,-0.99523683
1,6,-0.66129361
1,6,-0.95859648
1,6,-0.63313536
1,6,-0.63732529
1,6,-0.80390335
1,6,-0.75599409
1,6,-0.59939182
1,6,-0.59641047
1,6,-0.91966606
1,6,-0.97739515
1,6,-0.98569313
1,6,-0.99549458
1,6,-0.99458009
1,6,-0.9931253
1,1,-0.32828019
1,1,-0.22920689
1,1,-0.27515786
1,1,-0.22992354
1,1,-0.22657692
1,1,-0.22453699
1,1,-0.23395567
1,1,-0.24708664
1,1,-0.3530986
1,1,-0.26294183
1,1,-0.2607049
1,1,-0.23902985
1,1,-0.20097415
1,1,-0.16865626
1,1,-0.20842457
1,1,-0.22054434
1,1,-0.20551618
1,1,-0.24864532
1,1,-0.30312548
1,1,-0.36323752
1,1,-0.18344442
1,1,-0.11171737
1,1,-0.1393703
1,1,-0.17123888
1,1,-0.2372253
1,1,-0.2514616
1,1,-0.23004356
1,1,-0.19810732
1,1,-0.19869979
1,1,-0.2469644
1,1,-0.2739845
1,1,-0.29396729
1,1,-0.31223717
1,1,-0.17845378
1,1,-0.22179285
1,1,-0.25253682
1,1,-0.24591692
1,1,-0.2207697
1,1,-0.21530926
1,1,-0.26279787
1,1,-0.39294444
1,1,-0.37078412
